locale,type,week_zero,week_one,week_two,week_few,week_many,week_other,day_zero,day_one,day_two,day_few,day_many,day_other,hour_zero,hour_one,hour_two,hour_few,hour_many,hour_other,minute_zero,minute_one,minute_two,minute_few,minute_many,minute_other,second_zero,second_one,second_two,second_few,second_many,second_other
sr,wide,,{0} недеља,,{0} недеље,,{0} недеља,,{0} дан,,{0} дана,,{0} дана,,{0} сат,,{0} сата,,{0} сати,,{0} минут,,{0} минута,,{0} минута,,{0} секунда,,{0} секунде,,{0} секунди
sr,narrow,,{0} н,,{0} н,,{0} н,,{0} д,,{0} д,,{0} д,,{0} ч,,{0} ч,,{0} ч,,{0} м,,{0} м,,{0} м,,{0} с,,{0} с,,{0} с
sr-Cyrl,wide,,{0} недеља,,{0} недеље,,{0} недеља,,{0} дан,,{0} дана,,{0} дана,,{0} сат,,{0} сата,,{0} сати,,{0} минут,,{0} минута,,{0} минута,,{0} секунда,,{0} секунде,,{0} секунди
sr-Cyrl,narrow,,{0} н,,{0} н,,{0} н,,{0} д,,{0} д,,{0} д,,{0} ч,,{0} ч,,{0} ч,,{0} м,,{0} м,,{0} м,,{0} с,,{0} с,,{0} с
sr-Cyrl-BA,wide,,{0} недјеља,,{0} недјеље,,{0} недјеља,,{0} дан,,{0} дана,,{0} дана,,{0} сат,,{0} сата,,{0} сати,,{0} минут,,{0} минута,,{0} минута,,{0} секунда,,{0} секунде,,{0} секунди
sr-Cyrl-BA,narrow,,{0} нед.,,{0} н,,{0} н,,{0} д,,{0} д,,{0} д,,{0} ч,,{0} ч,,{0} ч,,{0} м,,{0} м,,{0} м,,{0} сек,,{0} с,,{0} с
sr-Cyrl-ME,wide,,{0} недеља,,{0} недеље,,{0} недеља,,{0} дан,,{0} дана,,{0} дана,,{0} сат,,{0} сата,,{0} сати,,{0} минут,,{0} минута,,{0} минута,,{0} секунда,,{0} секунде,,{0} секунди
sr-Cyrl-ME,narrow,,{0} н,,{0} н,,{0} н,,{0} д,,{0} д,,{0} д,,{0} ч,,{0} ч,,{0} ч,,{0} м,,{0} м,,{0} м,,{0} с,,{0} с,,{0} с
sr-Cyrl-XK,wide,,{0} недеља,,{0} недеље,,{0} недеља,,{0} дан,,{0} дана,,{0} дана,,{0} сат,,{0} сата,,{0} сати,,{0} минут,,{0} минута,,{0} минута,,{0} секунда,,{0} секунде,,{0} секунди
sr-Cyrl-XK,narrow,,{0} н,,{0} н,,{0} н,,{0} д,,{0} д,,{0} д,,{0} ч,,{0} ч,,{0} ч,,{0} м,,{0} м,,{0} м,,{0} с,,{0} с,,{0} с
sr-Latn,wide,,{0} nedelja,,{0} nedelje,,{0} nedelja,,{0} dan,,{0} dana,,{0} dana,,{0} sat,,{0} sata,,{0} sati,,{0} minut,,{0} minuta,,{0} minuta,,{0} sekunda,,{0} sekunde,,{0} sekundi
sr-Latn,narrow,,{0} n,,{0} n,,{0} n,,{0} d,,{0} d,,{0} d,,{0} č,,{0} č,,{0} č,,{0} m,,{0} m,,{0} m,,{0} s,,{0} s,,{0} s
sr-Latn-BA,wide,,{0} nedjelja,,{0} nedjelje,,{0} nedjelja,,{0} dan,,{0} dana,,{0} dana,,{0} sat,,{0} sata,,{0} sati,,{0} minut,,{0} minuta,,{0} minuta,,{0} sekunda,,{0} sekunde,,{0} sekundi
sr-Latn-BA,narrow,,{0} ned.,,{0} n,,{0} n,,{0} d,,{0} d,,{0} d,,{0} č,,{0} č,,{0} č,,{0} m,,{0} m,,{0} m,,{0} sek,,{0} s,,{0} s
sr-Latn-ME,wide,,{0} nedelja,,{0} nedelje,,{0} nedelja,,{0} dan,,{0} dana,,{0} dana,,{0} sat,,{0} sata,,{0} sati,,{0} minut,,{0} minuta,,{0} minuta,,{0} sekunda,,{0} sekunde,,{0} sekundi
sr-Latn-ME,narrow,,{0} n,,{0} n,,{0} n,,{0} d,,{0} d,,{0} d,,{0} č,,{0} č,,{0} č,,{0} m,,{0} m,,{0} m,,{0} s,,{0} s,,{0} s
sr-Latn-XK,wide,,{0} nedelja,,{0} nedelje,,{0} nedelja,,{0} dan,,{0} dana,,{0} dana,,{0} sat,,{0} sata,,{0} sati,,{0} minut,,{0} minuta,,{0} minuta,,{0} sekunda,,{0} sekunde,,{0} sekundi
sr-Latn-XK,narrow,,{0} n,,{0} n,,{0} n,,{0} d,,{0} d,,{0} d,,{0} č,,{0} č,,{0} č,,{0} m,,{0} m,,{0} m,,{0} s,,{0} s,,{0} s
su,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
su,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
su-Latn,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
su-Latn,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
sv,wide,,{0} vecka,,,,{0} veckor,,{0} dygn,,,,{0} dygn,,{0} timme,,,,{0} timmar,,{0} minut,,,,{0} minuter,,{0} sekund,,,,{0} sekunder
sv,narrow,,{0}v,,,,{0}v,,{0}d,,,,{0}d,,{0}h,,,,{0}h,,{0}m,,,,{0}m,,{0}s,,,,{0}s
sv-AX,wide,,{0} vecka,,,,{0} veckor,,{0} dygn,,,,{0} dygn,,{0} timme,,,,{0} timmar,,{0} minut,,,,{0} minuter,,{0} sekund,,,,{0} sekunder
sv-AX,narrow,,{0}v,,,,{0}v,,{0}d,,,,{0}d,,{0}h,,,,{0}h,,{0}m,,,,{0}m,,{0}s,,,,{0}s
sv-FI,wide,,{0} vecka,,,,{0} veckor,,{0} dygn,,,,{0} dygn,,{0} timme,,,,{0} timmar,,{0} minut,,,,{0} minuter,,{0} sekund,,,,{0} sekunder
sv-FI,narrow,,{0}v,,,,{0}v,,{0}d,,,,{0}d,,{0}h,,,,{0}h,,{0}m,,,,{0}m,,{0}s,,,,{0}s
sw,wide,,wiki {0},,,,wiki {0},,siku {0},,,,siku {0},,saa {0},,,,saa {0},,dakika {0},,,,dakika {0},,sekunde {0},,,,sekunde {0}
sw,narrow,,wiki {0},,,,wiki {0},,siku {0},,,,siku {0},,saa {0},,,,saa {0},,dak {0},,,,dak {0},,sek {0},,,,sek {0}
sw-CD,wide,,wiki {0},,,,wiki {0},,siku {0},,,,siku {0},,saa {0},,,,saa {0},,dakika {0},,,,dakika {0},,sekunde {0},,,,sekunde {0}
sw-CD,narrow,,wiki {0},,,,wiki {0},,siku {0},,,,siku {0},,saa {0},,,,saa {0},,dak {0},,,,dak {0},,sek {0},,,,sek {0}
sw-KE,wide,,wiki {0},,,,wiki {0},,siku {0},,,,siku {0},,saa {0},,,,saa {0},,dakika {0},,,,dakika {0},,sekunde {0},,,,sekunde {0}
sw-KE,narrow,,wiki {0},,,,wiki {0},,siku {0},,,,siku {0},,saa {0},,,,saa {0},,dak {0},,,,dak {0},,sek {0},,,,sek {0}
sw-UG,wide,,wiki {0},,,,wiki {0},,siku {0},,,,siku {0},,saa {0},,,,saa {0},,dakika {0},,,,dakika {0},,sekunde {0},,,,sekunde {0}
sw-UG,narrow,,wiki {0},,,,wiki {0},,siku {0},,,,siku {0},,saa {0},,,,saa {0},,dak {0},,,,dak {0},,sek {0},,,,sek {0}
ta,wide,,{0} வாரம்,,,,{0} வாரங்கள்,,{0} நாள்,,,,{0} நாட்கள்,,{0} ம.,,,,{0} ம.,,{0} நிமி.,,,,{0} நிமிடங்கள்,,{0} விநாடி,,,,{0} விநாடிகள்
ta,narrow,,{0} வா,,,,{0} வா,,{0} நா,,,,{0} நா,,{0} ம.நே.,,,,{0} ம.நே.,,{0} நிமி.,,,,{0} நிமி.,,{0} வி.,,,,{0} வி.
ta-LK,wide,,{0} வாரம்,,,,{0} வாரங்கள்,,{0} நாள்,,,,{0} நாட்கள்,,{0} ம.,,,,{0} ம.,,{0} நிமி.,,,,{0} நிமிடங்கள்,,{0} விநாடி,,,,{0} விநாடிகள்
ta-LK,narrow,,{0} வா,,,,{0} வா,,{0} நா,,,,{0} நா,,{0} ம.நே.,,,,{0} ம.நே.,,{0} நிமி.,,,,{0} நிமி.,,{0} வி.,,,,{0} வி.
ta-MY,wide,,{0} வாரம்,,,,{0} வாரங்கள்,,{0} நாள்,,,,{0} நாட்கள்,,{0} ம.,,,,{0} ம.,,{0} நிமி.,,,,{0} நிமிடங்கள்,,{0} விநாடி,,,,{0} விநாடிகள்
ta-MY,narrow,,{0} வா,,,,{0} வா,,{0} நா,,,,{0} நா,,{0} ம.நே.,,,,{0} ம.நே.,,{0} நிமி.,,,,{0} நிமி.,,{0} வி.,,,,{0} வி.
ta-SG,wide,,{0} வாரம்,,,,{0} வாரங்கள்,,{0} நாள்,,,,{0} நாட்கள்,,{0} ம.,,,,{0} ம.,,{0} நிமி.,,,,{0} நிமிடங்கள்,,{0} விநாடி,,,,{0} விநாடிகள்
ta-SG,narrow,,{0} வா,,,,{0} வா,,{0} நா,,,,{0} நா,,{0} ம.நே.,,,,{0} ம.நே.,,{0} நிமி.,,,,{0} நிமி.,,{0} வி.,,,,{0} வி.
te,wide,,{0} వారం,,,,{0} వారాలు,,{0} రోజు,,,,{0} రోజులు,,{0} గంట,,,,{0} గంటలు,,{0} నిమిషం,,,,{0} నిమిషాలు,,{0} సెకను,,,,{0} సెకన్లు
te,narrow,,{0}వా,,,,{0}వా,,{0}రో,,,,{0}రో,,{0}గం,,,,{0}గం,,{0}ని,,,,{0}ని,,{0}సె,,,,{0}సె
teo,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
teo,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
teo-KE,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
teo-KE,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
tg,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
tg,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
th,wide,,,,,,{0} สัปดาห์,,,,,,{0} วัน,,,,,,{0} ชั่วโมง,,,,,,{0} นาที,,,,,,{0} วินาที
th,narrow,,,,,,{0}สัปดาห์,,,,,,{0}วัน,,,,,,{0}ชม.,,,,,,{0}นาที,,,,,,{0}วิ
ti,wide,,{0} ሰሙን,,,,{0} ሰሙናት,,{0} መዓልቲ,,,,{0} መዓልታት,,{0} ሰዓት,,,,{0} ሰዓታት,,{0} ደቒቓ,,,,{0} ደቒቓታት,,{0} ሴኮንድ,,,,{0} ሴኮንድ
ti,narrow,,{0} ሰ,,,,{0} ሰ,,{0} መ,,,,{0} መ,,{0} ሰ,,,,{0} ሰ,,{0} ደ,,,,{0} ደ,,{0} ሴ,,,,{0} ሴ
ti-ER,wide,,{0} ሰሙን,,,,{0} ሰሙናት,,{0} መዓልቲ,,,,{0} መዓልታት,,{0} ሰዓት,,,,{0} ሰዓታት,,{0} ደቒቓ,,,,{0} ደቒቓታት,,{0} ሴኮንድ,,,,{0} ሴኮንድ
ti-ER,narrow,,{0} ሰ,,,,{0} ሰ,,{0} መ,,,,{0} መ,,{0} ሰ,,,,{0} ሰ,,{0} ደ,,,,{0} ደ,,{0} ሴ,,,,{0} ሴ
tk,wide,,{0} hepde,,,,{0} hepde,,{0} gün,,,,{0} gün,,{0} sagat,,,,{0} sagat,,{0} minut,,,,{0} minut,,{0} sekunt,,,,{0} sekunt
tk,narrow,,{0}h,,,,{0}h,,{0}g,,,,{0}g,,{0}sg,,,,{0}sg,,{0}m,,,,{0}m,,{0}se,,,,{0}se
to,wide,,,,,,uike ʻe {0},,,,,,ʻaho ʻe {0},,,,,,houa ʻe {0},,,,,,miniti ʻe {0},,,,,,sekoni ʻe {0}
to,narrow,,,,,,{0} u,,,,,,{0} ʻa,,,,,,{0} h,,,,,,{0} m,,,,,,{0} s
tr,wide,,{0} hafta,,,,{0} hafta,,{0} gün,,,,{0} gün,,{0} saat,,,,{0} saat,,{0} dakika,,,,{0} dakika,,{0} saniye,,,,{0} saniye
tr,narrow,,{0}h,,,,{0}h,,{0}g,,,,{0}g,,{0} sa,,,,{0}s,,{0}d,,,,{0}d,,{0}sn,,,,{0}sn
tr-CY,wide,,{0} hafta,,,,{0} hafta,,{0} gün,,,,{0} gün,,{0} saat,,,,{0} saat,,{0} dakika,,,,{0} dakika,,{0} saniye,,,,{0} saniye
tr-CY,narrow,,{0}h,,,,{0}h,,{0}g,,,,{0}g,,{0} sa,,,,{0}s,,{0}d,,,,{0}d,,{0}sn,,,,{0}sn
tt,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
tt,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
twq,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
twq,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
tzm,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
tzm,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ug,wide,,{0} ھەپتە,,,,{0} ھەپتە,,{0} كۈن,,,,{0} كۈن,,{0} سائەت,,,,{0} سائەت,,{0} مىنۇت,,,,{0} مىنۇت,,{0} سېكۇنت,,,,{0} سېكۇنت
ug,narrow,,{0} ھەپتە,,,,{0} ھەپتە,,{0} كۈن,,,,{0} كۈن,,{0}h,,,,{0}h,,{0}m,,,,{0}m,,{0}s,,,,{0}s
uk,wide,,{0} тиждень,,{0} тижні,{0} тижнів,{0} тижня,,{0} день,,{0} дні,{0} днів,{0} дня,,{0} година,,{0} години,{0} годин,{0} години,,{0} хвилина,,{0} хвилини,{0} хвилин,{0} хвилини,,{0} секунда,,{0} секунди,{0} секунд,{0} секунди
uk,narrow,,{0}т,,{0}т,{0}т,{0}т,,{0}д,,{0}д,{0}д,{0}д,,{0}г,,{0}г,{0}г,{0}г,,{0}х,,{0}х,{0}х,{0}х,,{0}с,,{0}с,{0}с,{0}с
und,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
und,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
ur,wide,,{0} ہفتہ,,,,{0} ہفتے,,{0} دن,,,,{0} دن,,{0} گھنٹہ,,,,{0} گھنٹے,,{0} منٹ,,,,{0} منٹ,,{0} سیکنڈ,,,,{0} سیکنڈ
ur,narrow,,{0} ہفتہ,,,,{0} ہفتے,,{0} دن,,,,{0} دن,,{0} گھنٹہ,,,,{0} گھنٹے,,{0} منٹ,,,,{0} منٹ,,{0} سیکنڈ,,,,{0} سیکنڈ
ur-IN,wide,,{0} ہفتہ,,,,{0} ہفتے,,{0} دن,,,,{0} دن,,{0} گھنٹہ,,,,{0} گھنٹے,,{0} منٹ,,,,{0} منٹ,,{0} سیکنڈ,,,,{0} سیکنڈ
ur-IN,narrow,,{0} ہفتہ,,,,{0} ہفتے,,{0} دن,,,,{0} دن,,{0} گھنٹہ,,,,{0} گھنٹے,,{0} منٹ,,,,{0} منٹ,,{0} سیکنڈ,,,,{0} سیکنڈ
uz,wide,,{0} hafta,,,,{0} hafta,,{0} kun,,,,{0} kun,,{0} soat,,,,{0} soat,,{0} daqiqa,,,,{0} daqiqa,,{0} soniya,,,,{0} soniya
uz,narrow,,{0} hafta,,,,{0} hafta,,{0} kun,,,,{0} kun,,{0} soat,,,,{0} soat,,{0} daq.,,,,{0} daq.,,{0} s,,,,{0} s
uz-Arab,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
uz-Arab,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
uz-Cyrl,wide,,{0} ҳафта,,,,{0} ҳафта,,{0} кун,,,,{0} кун,,{0} соат,,,,{0} соат,,{0} дақиқа,,,,{0} дақиқа,,{0} сония,,,,{0} сония
uz-Cyrl,narrow,,{0} ҳафт,,,,{0} ҳафт,,{0} к,,,,{0} к,,{0} с,,,,{0} с,,{0} дақ,,,,{0} дақ,,{0} сон,,,,{0} сон
uz-Latn,wide,,{0} hafta,,,,{0} hafta,,{0} kun,,,,{0} kun,,{0} soat,,,,{0} soat,,{0} daqiqa,,,,{0} daqiqa,,{0} soniya,,,,{0} soniya
uz-Latn,narrow,,{0} hafta,,,,{0} hafta,,{0} kun,,,,{0} kun,,{0} soat,,,,{0} soat,,{0} daq.,,,,{0} daq.,,{0} s,,,,{0} s
vai,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
vai,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
vai-Latn,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
vai-Latn,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
vai-Vaii,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
vai-Vaii,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
vi,wide,,,,,,{0} tuần,,,,,,{0} ngày,,,,,,{0} giờ,,,,,,{0} phút,,,,,,{0} giây
vi,narrow,,,,,,{0} tuần,,,,,,{0} ngày,,,,,,{0} giờ,,,,,,{0} phút,,,,,,{0} giây
vun,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
vun,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
wae,wide,,{0} wuča,,,,{0} wučä,,{0} täg,,,,{0} täg,,{0} stund,,,,{0} stunde,,{0} minüta,,,,{0} minüte,,{0} sekund,,,,{0} sekunde
wae,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
wo,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
wo,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
xh,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
xh,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
xog,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
xog,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
yav,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
yav,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
yi,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
yi,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
yo,wide,,,,,,{0} ọṣ,,,,,,ọj {0},,,,,,{0} wkt,,,,,,{0} ìṣ,,,,,,{0}ìṣ àáy
yo,narrow,,,,,,{0} ọṣ,,,,,,ọj {0},,,,,,{0} wkt,,,,,,{0}/ìṣ,,,,,,{0} ìṣ àáy
yo-BJ,wide,,,,,,{0} ɔsh,,,,,,ɔj {0},,,,,,{0} wkt,,,,,,{0} ìsh,,,,,,{0}ìsh àáy
yo-BJ,narrow,,,,,,{0} ɔsh,,,,,,ɔj {0},,,,,,{0} wkt,,,,,,{0}/ìsh,,,,,,{0} ìsh àáy
yrl,wide,,{0} sẽmãna,,,,{0} sẽmãna-ita,,,,,,{0} ara-ita,,{0} hura,,,,{0} hura-ita,,{0} minutu,,,,{0} minutu-ita,,{0} segũdu,,,,{0} segũdu-ita
yrl,narrow,,{0} sem.,,,,{0} sem,,,,,,{0} ara,,,,,,{0} h,,,,,,{0} min,,{0} s,,,,{0} s
yrl-CO,wide,,{0} sẽmãna,,,,{0} sẽmãna-ita,,,,,,{0} ara-ita,,{0} hura,,,,{0} hura-ita,,{0} minutu,,,,{0} minutu-ita,,{0} segũdu,,,,{0} segũdu-ita
yrl-CO,narrow,,{0} sem.,,,,{0} sem,,,,,,{0} ara,,,,,,{0} h,,,,,,{0} min,,{0} s,,,,{0} s
yrl-VE,wide,,{0} sẽmãna,,,,{0} sẽmãna-ita,,,,,,{0} ara-ita,,{0} hura,,,,{0} hura-ita,,{0} minutu,,,,{0} minutu-ita,,{0} segũdu,,,,{0} segũdu-ita
yrl-VE,narrow,,{0} sem.,,,,{0} sem,,,,,,{0} ara,,,,,,{0} h,,,,,,{0} min,,{0} s,,,,{0} s
yue,wide,,,,,,{0} 週,,,,,,{0} 天,,,,,,{0} 小時,,,,,,{0} 分鐘,,,,,,{0} 秒
yue,narrow,,,,,,{0} 週,,,,,,{0} 天,,,,,,{0} 小時,,,,,,{0} 分鐘,,,,,,{0} 秒
yue-Hans,wide,,,,,,{0} 周,,,,,,{0} 天,,,,,,{0} 小时,,,,,,{0} 分钟,,,,,,{0} 秒
yue-Hans,narrow,,,,,,{0} 周,,,,,,{0} 天,,,,,,{0} 小时,,,,,,{0} 分钟,,,,,,{0} 秒
yue-Hant,wide,,,,,,{0} 週,,,,,,{0} 天,,,,,,{0} 小時,,,,,,{0} 分鐘,,,,,,{0} 秒
yue-Hant,narrow,,,,,,{0} 週,,,,,,{0} 天,,,,,,{0} 小時,,,,,,{0} 分鐘,,,,,,{0} 秒
zgh,wide,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
zgh,narrow,,,,,,{0} w,,,,,,{0} d,,,,,,{0} h,,,,,,{0} min,,,,,,{0} s
zh,wide,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒钟
zh,narrow,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒
zh-Hans,wide,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒钟
zh-Hans,narrow,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒
zh-Hans-HK,wide,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒
zh-Hans-HK,narrow,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒
zh-Hans-MO,wide,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒
zh-Hans-MO,narrow,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒
zh-Hans-SG,wide,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒
zh-Hans-SG,narrow,,,,,,{0}周,,,,,,{0}天,,,,,,{0}小时,,,,,,{0}分钟,,,,,,{0}秒
zh-Hant,wide,,,,,,{0} 週,,,,,,{0} 天,,,,,,{0} 小時,,,,,,{0} 分鐘,,,,,,{0} 秒
zh-Hant,narrow,,,,,,{0} 週,,,,,,{0} 天,,,,,,{0} 小時,,,,,,{0} 分鐘,,,,,,{0} 秒
zh-Hant-HK,wide,,,,,,{0} 星期,,,,,,{0} 日,,,,,,{0} 小時,,,,,,{0} 分鐘,,,,,,{0} 秒
zh-Hant-HK,narrow,,,,,,{0}週,,,,,,{0}日,,,,,,{0}小時,,,,,,{0}分,,,,,,{0}秒
zh-Hant-MO,wide,,,,,,{0} 星期,,,,,,{0} 日,,,,,,{0} 小時,,,,,,{0} 分鐘,,,,,,{0} 秒
zh-Hant-MO,narrow,,,,,,{0}週,,,,,,{0}日,,,,,,{0}小時,,,,,,{0}分,,,,,,{0}秒
zu,wide,,{0} iviki,,,,{0} amaviki,,{0} usuku,,,,{0} izinsuku,,{0} ihora,,,,{0} amahora,,{0} iminithi,,,,{0} amaminithi,,{0} isekhondi,,,,{0} amasekhondi
zu,narrow,,{0} w,,,,{0} w,,{0} usuku,,,,{0} suku,,{0} hora,,,,{0} hora,,{0} umzuzu,,,,{0} umzuzu,,{0} s,,,,{0} s
